Address,deals2,Tenant,Landlord,Borough,Size,deals7,deals8,Neighborhood,Event Date,Tenant Rep. Agent,Landlord Rep. Agent,Event,Publication Date,Tenant Rep. Firm,Landlord Rep. Firm,,,
370 Lexington Avenue,,Nooi,Sherwood Equities,Manhattan,1700,,,Murray Hill,03/22/2010,"Jeffrey Roseman, Marc Frankel",Fred Rosenberg,Retail Leasing,05/01/2010,Newmark Grubb Knight Frank,Sherwood Equities,,,
1026 Third Avenue,,Brgr,1026 Third Avenue,Manhattan,1700,,,Lenox Hill,03/22/2010,"Paul Berkman, David Berke","Brad Mendelson, Christopher Scwartz",Retail Leasing,05/01/2010,Newmark Grubb Knight Frank,Cushman & Wakefield,,,
14 Jay Street,,Ethan Cohen Fine Arts,14 Jay Commercial,Manhattan,1500,,,Tribeca,03/22/2010,Roxanne Betesh,Roxanne Betesh,Retail Leasing,05/01/2010,Sinvin Real Estate,Sinvin Real Estate,,,
189 East 79th Street,,MaxWax East LLC,Friedland Properties,Manhattan,1500,,,Upper East Side,03/22/2010,"Brad Cohen, Patricia Garcia",,Retail Leasing,05/01/2010,Ripco Real Estate,,,,
14 Christopher Street,,Erin Crandall Fine Clothing,,Manhattan,1500,,,West Village,03/22/2010,Pam Haber,,Retail Leasing,05/01/2010,RKF,Douglas Elliman,,,
157 Second Avenue,,The Village Krust,Second Avenue Village Partners,Manhattan,1425,,,East Village,03/22/2010,Steve Rappaport,Josh Haleuga,Retail Leasing,05/01/2010,Sinvin Real Estate,Jonis Realty,,,
2395 Broadway,,Scottrade,,Manhattan,1400,,,Upper West Side,03/22/2010,,"Robert Kaplan, Stuart Morden",Retail Leasing,05/01/2010,Lansco,Newmark Grubb Knight Frank,,,
1501 Broadway,,Lids,Paramount Group,Manhattan,1340,,,Times Square,03/22/2010,"H. Chera, Stephanie Snyder",Jeffrey Roseman,Retail Leasing,05/01/2010,Crown Acquisitions,Newmark Grubb Knight Frank,,,
264 Bleecker Street,,Binn On Bleecker LLC,Martin M. Lewis Limited Family Partnership,Manhattan,1300,,,West Village,03/22/2010,Steve Rappaport,Steve Rappaport,Retail Leasing,05/01/2010,Sinvin Real Estate,Sinvin Real Estate,,,
2 Times Square,,Lids,Sherwood Equities,Manhattan,1000,,,Times Square,03/22/2010,"H. Chera, Stephanie Snyder",,Retail Leasing,05/01/2010,Crown Acquisitions,In-house,,,
1021 Sixth Avenue,,Soup Man,,Manhattan,1000,,,Garment District,03/22/2010,"Gary Dana, Rick Dana, Adam Kramer",,Retail Leasing,05/01/2010,Douglas Elliman,,,,
3369 Broadway,,Dunkin' Donuts,601 West 136 Street HDFC,Manhattan,1000,,,Hamilton Heights,03/22/2010,"Mark Tergesen, MT Advisors",Brad Cohen,Retail Leasing,05/01/2010,MT Advisors,Ripco Real Estate,,,
112 Eighth Avenue,,Lulu Cake Boutique,102-116 Eighth Avenue Associates LP,Manhattan,903,,,Chelsea,03/22/2010,Steve Rappaport,Steve Rappaport,Retail Leasing,05/01/2010,Sinvin Real Estate,Sinvin Real Estate,,,
2232 Adam Clayton Powell Boulevard,,Integrated Concepts and Housing Solutions Ltd.,AIMCO,Manhattan,805,,,Central Harlem,03/22/2010,,"Henry Goldfarb, Stanley Lindenfeld",Retail Leasing,05/01/2010,,Grubb & Ellis,,,
152 Eighth Avenue,,Nail Spa and Beyond,Village Management Inorated,Manhattan,700,,,Chelsea,03/22/2010,"Josh Bowling, Simone Lillian",Jonathan Nagin,Retail Leasing,05/01/2010,Sinvin Real Estate,Superior Management,,,
40 East 58th Street,,Gem Galleries New York,,Manhattan,650,,,Plaza District,03/22/2010,,William Abramson,Retail Leasing,05/01/2010,,Buchbinder & Warren,,,
1088 Madison Avenue,,LOL Kids,,Manhattan,600,,,Upper East Side,03/22/2010,,,Retail Leasing,05/01/2010,Douglas Elliman,,,,
543 Hudson Street,,Leo Design,Maureen and Augustine Hope,Manhattan,600,,,West Village,03/22/2010,"Christopher Owles, Kristin McCann","Christopher Owles, Kristin McCann,",Retail Leasing,05/01/2010,Sinvin Real Estate,Sinvin Real Estate,,,
422 East 9th Street,,Good Beer Café,,Manhattan,600,,,East Village,03/22/2010,Kathleen Perkins,Steve Croman,Retail Leasing,05/01/2010,New York Commercial Real Estate Services,Croman Real Estate,,,
55 Spring Street,,The Best Chocolate Cake in the World,,Manhattan,600,,,Nolita,03/22/2010,"Faith Hope Consolo, Joseph Aquino","Faith Hope Consolo, Joseph Aquino",Retail Leasing,05/01/2010,,Douglas Elliman,,,
1363 Sixth Avenue,,Manhattan Jewelers,,Manhattan,500,,,Midtown West,03/22/2010,Richard Cohan,Joshua Roth,Retail Leasing,05/01/2010,RA Cohan Commercial Real Estate Services,ZE Realty Group,,,
218 Madison Avenue,,J. Lucas Clothiers,,Manhattan,410,,,Garment District,03/22/2010,,Gabe Whitman,Retail Leasing,05/01/2010,,Buchbinder & Warren,,,
244 East 60th Street,,Christina Borg Antiques,,Manhattan,400,,,Lenox Hill,03/22/2010,,,Retail Leasing,05/01/2010,Douglas Elliman,,,,
1034 Lexington Avenue,,Seigo Neckwear,,Manhattan,400,,,Upper East Side,03/22/2010,,,Retail Leasing,05/01/2010,Douglas Elliman,,,,
1582 First Avenue,,Sharone 72 LLC,AIMCO,Manhattan,258,,,Yorkville,03/22/2010,,"Henry Goldfarb, Stanley Lindenfeld",Retail Leasing,05/01/2010,,Grubb & Ellis,,,
616A Amsterdam Avenue,,Anthis Greek Food,,Manhattan,237,,,Upper West Side,03/22/2010,Amanda O'Callaghan,Neal Ohm,Retail Leasing,05/01/2010,CSCommercial Group,CSCommercial Group,,,
343 West 145th Street,,Sugar Hill Medical,,Manhattan,,,,Central Harlem,03/22/2010,"Faith Hope Consolo, Joseph Aquino, Arthur Maglio","Faith Hope Consolo, Joseph Aquino, Arthur Maglio",Retail Leasing,05/01/2010,Douglas Elliman,Douglas Elliman,,,
2063 Ralph Avenue,,TD Bank,Avenue K Corp.,Brooklyn,21000,,,Flatlands,03/17/2010,"Richard Senior, Isaac Shabot",,Retail Leasing,05/01/2010,,Welco Realty,,,
365 Bridge Street,,U.S. General Services Administration,Metrotech LLC1,Brooklyn,12000,,,Downtown Brooklyn,03/17/2010,,Robert Hebron,Retail Leasing,05/01/2010,Represented in-house,,,,
194 Atlantic Avenue,,Barneys Inc.,Two Trees Management,Brooklyn,10465,,,Cobble Hill,03/17/2010,,Caroline Pardo,Retail Leasing,05/01/2010,Noel Caban,,,,
2721 Bronxwood Avenue,,Dollar Tree,Bronxwood Parking,Bronx,10300,,,Allerton,03/17/2010,David Hochberg,"Robin Herko, Steve Lorenzo, David Scotto",Retail Leasing,05/01/2010,,NAI Friedland,,,
1625 Flatbush Avenue,,TD Bank,1625 Flatbush LLC,Brooklyn,4000,,,Flatbush,03/17/2010,"Richard Senior, Isaac Shabot","Richard Senior, Isaac Shabot",Retail Leasing,05/01/2010,,Ripco Real Esate,,,
8506-8508 4th Avenue,,Kumon Learning Centers,Pappas & Pappas,Brooklyn,1800,,,Fort Hamilton,03/17/2010,Marie Espinal,"Timothy King, Eric Altschul, Ryan Condren",Retail Leasing,05/01/2010,,,,,
1711 Crosby Avenue,,American Cleaners,Liberty Management,Bronx,900,,,Pelham Bay,03/17/2010,"Robin Herko, Steve Lorenzo, David Scotto","Robin Herko, Steve Lorenzo, David Scotto",Retail Leasing,05/01/2010,NAI Friedland Realty,NAI Friedland,,,
8510 4th Avenue,,Japanese Hibachi Restaurant,Pappas & Pappas,Brooklyn,700,,,Fort Hamilton,03/17/2010,Marie Espinal,"Timothy King, Eric Altschul, Ryan Condren",Retail Leasing,05/01/2010,,,,,
2625 Broadway,,Urban Outfitters,Hudson Island,Manhattan,14798,,,Upper West Side,02/20/2010,"Stephen Plourde, Keith Fencl","Amira Yunis, Zachary Winkler",Retail Leasing,04/01/2010,McDevitt Company,Newmark Grubb Knight Frank,,,
22 West 19th Street,,Complete Body Gym,,Manhattan,14000,,,Flatiron,02/20/2010,Daniel Kahn,"Steven Kaufman, Barbara Raskob",Retail Leasing,04/01/2010,Kaufman Organization,Kaufman Organization,,,
113 University Place,,Vapiano,Amalgamated Lithographers Union,Manhattan,7000,,,Greenwich Village,02/20/2010,"Marc Frankel, Kenneth Hochhauser, Jeffrey Roseman","Kenji Ota, Paul Berkman",Retail Leasing,04/01/2010,Newmark Grubb Knight Frank,Newmark Grubb Knight Frank,,,
936 Broadway,,Silk Trading,,Manhattan,5400,,,Flatiron,02/20/2010,,Mark Kapnick,Retail Leasing,04/01/2010,,RKF,,,
56 Seventh Avenue,,Elm Health,RREEF Property Trust,Manhattan,5000,,,West Village,02/20/2010,"Brad Cohen, Andrew Mandell","Brad Cohen, Andrew Mandell",Retail Leasing,04/01/2010,Ripco Real Estate,Ripco Real Estate,,,
40 East 19th Street,,Modani,,Manhattan,4000,,,Flatiron,02/20/2010,"Jason Turner, Adam Langer",,Retail Leasing,04/01/2010,Zelnik & Company,,,,
23-25 Greene Street,,Paul Anise,Javeri Capital,Manhattan,3600,,,Soho,02/20/2010,"Amy Murawski, Rick Dana","Jane McVerry, Christine Emery",Retail Leasing,04/01/2010,Douglas Elliman,Lansco,,,
113 Mercer Street,,RoundAbout,Aion Partners,Manhattan,3100,,,Soho,02/20/2010,"Faith Hope Consolo, Joseph Aquino",Alan Schmerzler,Retail Leasing,04/01/2010,Douglas Elliman,Cushman & Wakefield,,,
70 Greene Street,,Technogym,,Manhattan,2800,,,Soho,02/20/2010,"Bob Gibson, Thomas Citron, Molly Beal, Diego Rodino di Miglione","Ariel Schuster, Beth Rosen, Jonathan Butwin",Retail Leasing,04/01/2010,Cushman & Wakefield,RKF,,,
3044 Third Avenue,,Efficient Medical Diagnostics,,Manhattan,2600,,,East Harlem,02/20/2010,S. Cohen,"S. Cohen, Anthony Gagliano",Retail Leasing,04/01/2010,Anthony Gagliano Management,Safeguard Realty Management,,,
3044 Third Avenue,,H&H Services Physical Therapy,,Manhattan,2500,,,East Harlem,02/20/2010,S. Cohen,"S. Cohen, Anthony Gagliano",Retail Leasing,04/01/2010,Anthony Gagliano Management,Safeguard Realty Management,,,
95 University Place,,Pop Burger,41 East 11th Street,Manhattan,2500,,,Greenwich Village,02/20/2010,Joseph Isa,Thomas Campenni,Retail Leasing,04/01/2010,Winick Realty Group,Thomas F. Campenni,,,
681 Eighth Avenue,,HD Digital Camera,Palace Funding,Manhattan,2400,,,Midtown West,02/20/2010,Richard Smith,Richard Smith,Retail Leasing,04/01/2010,Winick Realty Group,Winick Realty Group,,,
316 West 34th Street,,Five Guys Burgers and Fries,Stonehenge Management,Manhattan,2315,,,Penn Plaza,02/20/2010,Alexandra Turboff,"Amira Yunis, Jared Lack",Retail Leasing,04/01/2010,Branded Concept Development,Newmark Grubb Knight Frank,,,
112 Fulton Street,,Five Guys Burgers and Fries,,Manhattan,2200,,,Financial District,02/20/2010,Barry Williams,,Retail Leasing,04/01/2010,Branded Concept Development,,,,
40 Harrison Street,,Josephine,Stellar Management,Manhattan,2200,,,Tribeca,02/20/2010,"D. Blumberg, E. Karmalidenova","Aaron Gavios, Julia Maksimova",Retail Leasing,04/01/2010,Evans Real Estate,Square Foot Realty,,,
11 West 25th Street,,The Thrifty HOG,Kew Management,Manhattan,2126,,,Flatiron,02/20/2010,,,Retail Leasing,04/01/2010,,In-house,,,
55 Broadway,,FedEx Office and Print Services,Broad Street Development,Manhattan,1923,,,Financial District,02/20/2010,,,Retail Leasing,04/01/2010,,,,,
565 West 181st Street,,La Esperanza Furniture,Sharon Properties,Manhattan,1900,,,Washington Heights,02/20/2010,Rick Stassa,Rick Stassa,Retail Leasing,04/01/2010,NAI Friedland Realty,NAI Friedland Realty,,,
114 West 116th Street,,Jackson-Hewitt Tax Services,,Manhattan,1500,,,Central Harlem,02/20/2010,,Anthony Gagliano,Retail Leasing,04/01/2010,Anthony Gagliano Management,Safeguard Realty Management,,,
1407 Broadway,,Freshii,Gettinger Management,Manhattan,1378,,,Garment District,02/20/2010,Barry Williams,,Retail Leasing,04/01/2010,Branded Concept Development,,,,
24 Horatio Street,,Echelon Cycles,24 Horatio Street Corporation,Manhattan,1200,,,West Village,02/20/2010,Murray Doueck,"Matthew Mager, Elliott Dweck",Retail Leasing,04/01/2010,Besen & Associates,Besen & Associates,,,
228 Bleecker Street,,Molly's Cupcakes LLC,"Bleecker Square Realty Corporation, Rare Burger",Manhattan,1200,,,West Village,02/20/2010,Kristin McCann,Steve May,Retail Leasing,04/01/2010,Sinvin Real Estate,Branded Concept Development,,,
263 Bleecker Street,,Pizza Roma,259 Bleecker,Manhattan,1100,,,West Village,02/20/2010,Marco Martini,Steve Rappaport,Retail Leasing,04/01/2010,Evans Real Estate,Sinvin Real Estate,,,
344 Lexington Avenue,,Sholom Bombay,,Manhattan,1100,,,Murray Hill,02/20/2010,Joshua Roth,Joshua Roth,Retail Leasing,04/01/2010,ZE Realty Group,ZE Realty Group,,,
185 Columbus Avenue,,FAV Pizza Corporation,AIMCO,Manhattan,1057,,,Lincoln Square,02/20/2010,,"Henry Goldfarb, Stanley Lindenfeld",Retail Leasing,04/01/2010,,Grubb & Ellis,,,
1401 Third Avenue,,New York Serenity Spa,INT Realty,Manhattan,950,,,Yorkville,02/20/2010,David Kriss,David Kriss,Retail Leasing,04/01/2010,David S. Kriss Realty,David S. Kriss Realty,,,
275 Greenwich Street,,Bit'z Kids,Greenwich Pooh,Manhattan,929,,,Tribeca,02/20/2010,Shu Sakae,"Christopher Owles, Simone Lillian",Retail Leasing,04/01/2010,Furumoto Realty,Sinvin Real Estate,,,
446 Sixth Avenue,,Ansonia Pharmacy,,Manhattan,750,,,Greenwich Village,02/20/2010,Joshua Roth,Joshua Roth,Retail Leasing,04/01/2010,ZE Realty Group,ZE Realty Group,,,
448 Broadway,,Browology LLC,BLDG Management,Manhattan,650,,,Soho,02/20/2010,Javon Johnson,David Youngworth,Retail Leasing,04/01/2010,CH Commercial Real Estate Group,Mark David & Company,,,
346 East 59th Street,,Vivian Mo Arias,TZM Realty,Manhattan,600,,,Midtown East,02/20/2010,Roni Platner,,Retail Leasing,04/01/2010,New York Commercial Real Estate Services,,,,
436 West Broadway,,Mascaro USA,436 Realty,Manhattan,550,,,Soho,02/20/2010,Stuart Ellman,Christopher Owles,Retail Leasing,04/01/2010,Judson Realty,Sinvin Real Estate,,,
150-40 Hillside Avenue,,TD Bank,Avelyn Goldstein Trust,Queens,39000,,,Briarwood,02/15/2010,"Richard Senior, Isaac Shabot",Richard Senior,Retail Leasing,04/01/2010,,Ripco Real Esate,,,
1800 Williamsbridge Road,,Walgreens,,Bronx,7543,,,Morris Park,02/15/2010,"Robin Herko, Steve Lorenzo, David Scotto, Kathy Zamechansky",Craig Evans,Retail Leasing,04/01/2010,NAI Friedland Realty,,,,
109-02 Merrick Boulevard,,Autozone,10902 Islam Realty Corp.,Queens,7000,,,Jamaica,02/15/2010,"Richard Senior, Jeffrey Howard","Richard Senior, Jeffrey Howard",Retail Leasing,04/01/2010,,Ripco Real Esate,,,
863 Manhattan Avenue,,TD Bank,WN Weidman Trust,Queens,4800,,,Greenpoint,02/15/2010,"Richard Senior, Isaac Shabot","Richard Senior, Isaac Shabot",Retail Leasing,04/01/2010,,Ripco Real Esate,,,
2250 East Tremont Avenue,,Fresh Farm Food Corp.,Parkchester Condos,Bronx,2400,,,Parkchester,02/15/2010,"Steve Lorenzo, David Scotto","Steve Lorenzo, David Scotto",Retail Leasing,04/01/2010,,,,,
736 Linden Boulevard,,Popeyes,Wiczyk Family LLC,Brooklyn,2300,,,East Flatbush,02/15/2010,Joseph Isa,Joseph Isa,Retail Leasing,04/01/2010,,,,,
111 Front Street,,Giacobetti-Paul Gallery,Two Trees Management,Brooklyn,1801,,,DUMBO,02/15/2010,,Zannah Mass,Retail Leasing,04/01/2010,,,,,
20 Jay Street,,Bose Pacia,Two Trees Management,Brooklyn,1386,,,DUMBO,02/15/2010,,Zannah Mass,Retail Leasing,04/01/2010,,,,,
111 Front Street,,Central Booking,Two Trees Management,Brooklyn,1250,,,DUMBO,02/15/2010,,Zannah Mass,Retail Leasing,04/01/2010,,,,,
53 Antin Place,,Wallace Whitney III,BLDG Management,Bronx,840,,,Bronxdale,02/15/2010,James Simpson,"Matthew Mager, Elliott Dweck",Retail Leasing,04/01/2010,,Besen & Associates,,,
2290 Crotona Avenue,,Crotona Discount & Variety Store,BLDG Management,Bronx,838,,,Belmont,02/15/2010,Elliott Dweck,Matthew Mager,Retail Leasing,04/01/2010,,,,,
764 Burke Avenue,,Veraboy Island Grill,BLDG Management,Bronx,834,,,Williamsbridge,02/15/2010,Elliott Dweck,Matthew Mager,Retail Leasing,04/01/2010,,,,,
2833 Decatur Avenue,,L&V Deli Grocery Corp.,2833 Decatur Associates LLC,Bronx,800,,,Fordham,02/15/2010,"Evan Silver, Elliott Dweck",Matthew Mager,Retail Leasing,04/01/2010,Besen & Associates,,,,
1580 Jerome Avenue,,Hi Precision Auto & Sound,BLDG Management,Bronx,621,,,Mount Eden,02/15/2010,Elliott Dweck,Matthew Mager,Retail Leasing,04/01/2010,,,,,
1307 Edward L. Grant Highway,,Reyes Appliance Showroom,Stratford Five Realty LLC,Bronx,450,,,Highbridge,02/15/2010,"Evan Silver, Elliott Dweck",Matthew Mager,Retail Leasing,04/01/2010,Besen & Associates,,,,
10 Midwood Street,,Hailu Clothing Boutique,Lincoln Five Realty LLC,Brooklyn,450,,,Prospect-Lefferts Gardens,02/15/2010,Preeti Mirani,"Matthew Mager, Elliott Dweck",Retail Leasing,04/01/2010,Besen Group,Besen & Associates,,,
229 West 43rd Street,,Bowlmor Lanes,Africa Israel USA,Manhattan,66000,,,Times Square,01/20/2010,Lon Rubackin,"Robert Futterman, Joshua Strauss",Retail Leasing,03/01/2010,GFI Realty Services,RKF,,,
2234 Broadway,,Filene's Basement,Friedland Properties,Manhattan,22700,,,Upper West Side,01/20/2010,"Robert Gibson, Thomas Citron",,Retail Leasing,03/01/2010,CBRE,In-house,,,
512 Broadway,,All Saints,Thor Equities,Manhattan,22000,,,Soho,01/20/2010,,,Retail Leasing,03/01/2010,,,,,
599 Broadway,,American Eagle Outfitters,Jeff Sutton,Manhattan,20000,,,Soho,01/20/2010,,,Retail Leasing,03/01/2010,,,,,
40 West 53rd Street,,Triennale Design Museum,Paramount Group,Manhattan,18067,,,Plaza District,01/20/2010,"Michael Stone, David Tricarico","Gene Spiegelman, Michael O'Neil, Mark Lauzon",Retail Leasing,03/01/2010,Cushman & Wakefield,Cushman & Wakefield,,,
1515 Broadway,,Aeropostale,SL Green Realty,Manhattan,17000,,,Times Square,01/20/2010,,,Retail Leasing,03/01/2010,,,,,
1114 Sixth Avenue,,STK restaurant,"Brookfield Office Properties, Swig Equities",Manhattan,12659,,,Grand Central,01/20/2010,Kim Mogull,Ed Hogan,Retail Leasing,03/01/2010,Mogull Realty,Brookfield Property Partners,,,
1180 Sixth Avenue,,Dress Barn,Murray Hill Properties,Manhattan,7958,,,Plaza District,01/20/2010,,"David Greene, Louis Pappas",Retail Leasing,03/01/2010,,Murray Hill Properties,,,
625 Madison Avenue,,Lederer de Paris Fifth Avenue,SL Green Realty,Manhattan,6150,,,Plaza District,01/20/2010,,Jeffrey Roseman,Retail Leasing,03/01/2010,,Newmark Grubb Knight Frank,,,
3 West 56th Street,,John Richmond,Lexington Building Co,Manhattan,4762,,,Plaza District,01/20/2010,,"Ariel Schuster, Izzy Anthony",Retail Leasing,03/01/2010,,RKF,,,
1271 Sixth Avenue,,Le Pain Quotidien,Rockefeller Group,Manhattan,4263,,,Midtown West,01/20/2010,"Amira Yunis, Zachary Winkler",,Retail Leasing,03/01/2010,Newmark Grubb Knight Frank,,,,
620 Fifth Avenue,,LEGO,Tishman Speyer,Manhattan,3734,,,Plaza District,01/20/2010,"Andrew Kahn, Jonathan Scibilia",,Retail Leasing,03/01/2010,Cushman & Wakefield,,,,
1111 Second Avenue,,Josh Nazmiyal,Olnick Organization,Manhattan,3700,,,Midtown East,01/20/2010,"T.J. Muncan, Craig Slosberg","Brad Cohen, Scott Auster",Retail Leasing,03/01/2010,Newmark Grubb Knight Frank,Ripco Real Estate,,,
937 Second Avenue,,Le Pain Quotidien,,Manhattan,3300,,,Midtown East,01/20/2010,"Jared Lack, Amira Yunis",Nick Poshkus,Retail Leasing,03/01/2010,Newmark Grubb Knight Frank,Corcoran Group,,,
182 East 86th Street,,Shake Shack,Charles H. Greenthal Management Corporation,Manhattan,3200,,,Upper East Side,01/20/2010,,,Retail Leasing,03/01/2010,,,,,
228 East 58th Street,,Interieurs,Lehnenberg Properties,Manhattan,3000,,,Midtown East,01/20/2010,Curtis Woodside,Matthew Lesser,Retail Leasing,03/01/2010,Rice & Associates,Leslie J. Garfield & Co.,,,
414 West 14th Street,,Levi's,"Carlyle Group, Sitt Asset Management",Manhattan,2616,,,West Village,01/20/2010,Laura Pomerantz,Laura Pomerantz,Retail Leasing,03/01/2010,PBS Realty Advisors,PBS Real Estate,,,
498 Seventh Avenue,,Udizine,George Comfort & Sons,Manhattan,2600,,,Garment District,01/20/2010,"Tatiana Voevodina, Richard Smith","Tatiana Voevodina, Richard Smith",Retail Leasing,03/01/2010,Winick Realty Group,Winick Realty Group,,,
245 West 51st Street,,Tom&Toon 51,Gilar Realty,Manhattan,2500,,,Midtown West,01/20/2010,Shelton Franklin,"Julia Maksimova, Aaron Gavios",Retail Leasing,03/01/2010,S. Blair Partners,Square Foot Realty,,,
226 West 79th Street,,The Sunburnt Calf,Friendus Realty,Manhattan,2500,,,Upper West Side,01/20/2010,Simon Bacon,,Retail Leasing,03/01/2010,Corcoran Group,,,,
239 Third Avenue,,Michael Bao,239-241 Third Avenue,Manhattan,2000,,,Gramercy Park,01/20/2010,James Famularo,,Retail Leasing,03/01/2010,New York Commercial Real Estate Services,In-house,,,
7 West 56th Street,,Crockett & Jones,Lexington Building Co,Manhattan,1882,,,Plaza District,01/20/2010,Stuart Ellman,"Ariel Schuster, Izzy Anthony",Retail Leasing,03/01/2010,Judson Realty,RKF,,,
118 Greenwich Avenue,,Francois Latapie,,Manhattan,1800,,,West Village,01/20/2010,,Leslie Siben,Retail Leasing,03/01/2010,,JDF Realty,,,
380 Columbus Avenue,,Gazala Place,JoBen Realty,Manhattan,1800,,,Upper West Side,01/20/2010,"Stuart Morden, Jay Gilbert","Stuart Morden, Jay Gilbert",Retail Leasing,03/01/2010,Newmark Grubb Knight Frank,Newmark Grubb Knight Frank,,,
205 Eighth Avenue,,GNC,Francemen 205,Manhattan,1800,,,Chelsea,01/20/2010,"Ariel Schuster, Greg Covey",,Retail Leasing,03/01/2010,RKF,In-house,,,
470 West 23rd Street,,New York Burger Company,Noam Management,Manhattan,1777,,,Chelsea,01/20/2010,Joseph Isa,Joseph Isa,Retail Leasing,03/01/2010,Winick Realty Group,Winick Realty Group,,,
48 West 37th Street,,Exist Fashion,,Manhattan,1542,,,Garment District,01/20/2010,"David Levy, Joe Friedman","David Levy, Joe Friedman",Retail Leasing,03/01/2010,Adams & Company,Adams & Company,,,
210 10th Avenue,,Gotham City Restaurant,Arthur Levinson,Manhattan,1500,,,Chelsea,01/20/2010,Aaron Gavios,Aaron Gavios,Retail Leasing,03/01/2010,Square Foot Realty,Square Foot Realty,,,
51 East 25th Street,,Jim Mazzeo Agency Corporation,250 West 41st Street Realty Corporation,Manhattan,1500,,,Flatiron,01/20/2010,,Andrew Lazarus,Retail Leasing,03/01/2010,,Grubb & Ellis,,,
